Cell_ID,Receiving_Reach_ID,Receiving_Reach_Location_[0=up;1=dn],Drainage_Area_[ha],Average_Elevation_[m],Average_Aspect_[deg],Land_Slope_[m/m],Sheet_Flow_Slope_[m/m],Sheet_Flow_Length_[m],Shallow_Concentrated_Flow_Slope_[m/m],Shallow_Concentrated_Flow_Length_[m],Concentrated_Flow_Slope_[m/m],Concentrated_Flow_Length_[m],LS_Factor,Aspect_Correlation,Orphan_Raster_Code_[T/F]
8712,871,1,6.9100,169.53,277.26,0.01315,0.00766,50.00,0.00634,50.00,0.00231,347.13,0.180,0.1829,F
8713,871,1,3.2800,169.38,82.40,0.01348,0.01400,50.00,0.00025,50.00,0.00543,126.07,0.206,0.3846,F
8722,872,1,6.2700,169.38,28.40,0.01256,0.01351,50.00,0.00317,50.00,0.00064,104.35,0.163,0.4680,F
8723,872,1,23.2200,169.53,195.47,0.01367,0.01199,50.00,0.00001,50.00,0.00177,731.34,0.188,0.1818,F
8731,873,0,10.6200,170.70,125.45,0.02260,0.00800,50.00,0.00200,50.00,0.00029,710.33,0.271,0.1053,F
8732,873,1,9.0400,170.02,37.42,0.03224,0.01399,50.00,0.00001,50.00,0.00001,400.27,0.336,0.4326,F
8733,873,1,4.9900,170.07,188.79,0.01749,0.01000,50.00,0.01137,50.00,0.00606,21.57,0.232,0.4808,F
8742,874,1,0.7700,169.28,36.49,0.00402,0.00400,50.00,0.00227,43.64,0.00001,0.00,0.077,0.3300,F
8743,874,1,6.1400,169.89,251.41,0.00777,0.02599,50.00,0.00001,50.00,0.00112,540.98,0.118,0.2276,F
8751,875,0,12.4300,170.38,130.60,0.00992,0.01200,50.00,0.00600,50.00,0.00142,425.77,0.148,0.2373,F
8752,875,1,9.9000,169.91,50.60,0.00815,0.00600,50.00,0.00683,50.00,0.00343,186.07,0.131,0.6246,F
8753,875,1,11.2000,170.06,213.32,0.00718,0.01800,50.00,0.00200,50.00,0.00192,364.71,0.120,0.4318,F
8761,876,0,10.9800,170.13,169.02,0.00799,0.01200,50.00,0.00001,50.00,0.00135,519.56,0.129,0.2840,F
8762,876,1,1.6800,169.49,114.96,0.00623,0.00600,50.00,0.00366,50.00,0.00155,75.71,0.092,0.4719,F
8763,876,1,13.6700,169.85,203.44,0.00762,0.01683,50.00,0.00118,50.00,0.00190,474.71,0.126,0.3217,F
8772,877,1,6.4200,169.17,107.42,0.02199,0.01000,50.00,0.00001,50.00,0.00221,358.85,0.256,0.2883,F
8773,877,1,4.3700,169.19,271.53,0.02682,0.00634,50.00,0.00766,50.00,0.00112,210.56,0.313,0.3249,F
8782,878,1,2.5500,169.58,89.41,0.02172,0.01599,50.00,0.00001,50.00,0.00001,96.42,0.213,0.3990,F
8783,878,1,2.5700,169.44,237.34,0.01051,0.00834,50.00,0.00166,50.00,0.00001,133.28,0.131,0.3419,F
8792,879,1,0.5500,169.65,4.63,0.02323,0.01296,50.00,0.02641,13.28,0.00001,0.00,0.220,0.7412,F
8793,879,1,1.5700,169.73,204.80,0.01790,0.00800,50.00,0.00400,50.00,0.00092,108.14,0.225,0.4143,F
8801,880,0,11.4300,170.82,162.43,0.00952,0.01799,50.00,0.00001,50.00,0.00051,597.84,0.137,0.2434,F
8802,880,1,7.8300,169.95,8.92,0.01744,0.00400,50.00,0.00001,50.00,0.00095,210.92,0.195,0.2612,F
8803,880,1,26.3300,170.42,178.88,0.00858,0.01399,50.00,0.00001,50.00,0.00040,757.19,0.129,0.2919,F
8811,881,0,10.3400,170.46,145.18,0.01173,0.00999,50.00,0.00001,50.00,0.00060,673.05,0.163,0.1587,F
8812,881,1,5.6400,169.93,96.30,0.01125,0.00600,50.00,0.00001,50.00,0.00194,439.56,0.160,0.4319,F
8813,881,1,11.5700,170.04,227.96,0.01149,0.01000,50.00,0.00201,50.00,0.00108,467.84,0.158,0.2400,F
8822,882,1,6.5100,170.08,79.03,0.01349,0.01399,50.00,0.00001,50.00,0.00001,146.42,0.170,0.5385,F
8823,882,1,10.5600,170.57,230.69,0.01203,0.01400,50.00,0.00473,50.00,0.00651,317.13,0.177,0.6620,F
8832,883,1,16.1500,170.56,49.14,0.01237,0.01634,50.00,0.00165,50.00,0.00001,600.98,0.163,0.2617,F
8833,883,1,11.2900,172.93,171.09,0.02853,0.03234,50.00,0.03034,50.00,0.02357,622.34,0.412,0.5742,F
8842,884,1,0.2600,170.79,25.05,0.01194,0.00800,50.00,0.00001,23.28,0.00001,0.00,0.106,0.7484,F
8843,884,1,0.2700,170.71,205.20,0.00112,0.00001,50.00,0.00001,41.57,0.00001,0.00,0.039,0.5278,F
8851,885,0,12.9400,171.00,96.60,0.01781,0.06517,50.00,0.00084,50.00,0.00027,766.19,0.207,0.0541,F
8852,885,1,11.7600,170.91,4.95,0.01039,0.01399,50.00,0.00001,50.00,0.00024,428.20,0.132,0.2562,F
8853,885,1,6.6900,171.29,131.07,0.03630,0.06398,50.00,0.00001,50.00,0.00001,200.92,0.449,0.5627,F
8861,886,0,10.4400,173.36,183.20,0.06127,0.16184,50.00,0.18730,50.00,0.00240,896.90,1.099,0.4290,F
8862,886,1,7.4400,170.85,121.16,0.01440,0.03998,50.00,0.00001,50.00,0.00001,374.06,0.156,0.6942,F
8863,886,1,12.1600,174.82,195.66,0.02949,0.01317,50.00,0.00366,50.00,0.01914,964.83,0.548,0.6380,F
8872,887,1,23.2900,176.45,185.11,0.07224,0.01634,50.00,0.00566,50.00,0.02817,642.70,1.202,0.5664,F
8873,887,1,17.1200,177.70,285.76,0.03571,0.00551,50.00,0.01263,50.00,0.02842,506.48,0.550,0.6333,F
8882,888,1,19.3500,185.97,93.05,0.05232,0.00400,50.00,0.00800,50.00,0.02787,498.85,0.824,0.5764,F
8883,888,1,17.9800,186.65,248.55,0.04621,0.01321,50.00,0.01279,50.00,0.01806,780.62,0.728,0.6352,F
8891,889,0,13.4500,188.09,97.05,0.01723,0.00800,50.00,0.00800,50.00,0.00849,424.06,0.237,0.2706,F
8892,889,1,13.0400,187.29,31.53,0.03082,0.00834,50.00,0.00990,50.00,0.01062,356.78,0.450,0.6011,F
8893,889,1,33.4800,188.02,203.71,0.01839,0.00507,50.00,0.00293,50.00,0.00807,763.41,0.276,0.5117,F
8902,890,1,1.9900,183.75,175.24,0.10765,0.01234,50.00,0.01566,50.00,0.07749,78.49,1.684,0.7184,F
8903,890,1,4.3100,186.80,313.73,0.05644,0.00600,50.00,0.00518,50.00,0.03324,246.42,0.935,0.6100,F
8912,891,1,12.6600,189.32,159.51,0.03416,0.00600,50.00,0.00400,50.00,0.01020,997.90,0.542,0.3149,F
8913,891,1,8.7000,188.81,261.77,0.03799,0.01303,50.00,0.00849,50.00,0.01983,391.27,0.647,0.5663,F
8921,892,0,12.7800,195.71,219.52,0.01008,0.00600,50.00,0.00400,50.00,0.00488,651.63,0.154,0.6688,F
8922,892,1,16.8800,192.45,192.91,0.01478,0.00931,50.00,0.02220,50.00,0.00986,403.35,0.221,0.6117,F
8923,892,1,6.5700,192.15,266.88,0.01857,0.01535,50.00,0.02084,50.00,0.01233,186.42,0.283,0.7621,F
8932,893,1,15.1600,192.20,193.12,0.03186,0.00766,50.00,0.02707,50.00,0.01129,368.85,0.456,0.5689,F
8933,893,1,18.0800,192.67,306.25,0.02182,0.00834,50.00,0.00532,50.00,0.00800,785.12,0.336,0.5657,F
8942,894,1,4.1800,193.84,154.97,0.02461,0.02054,50.00,0.01691,50.00,0.01502,130.56,0.339,0.7657,F
8943,894,1,10.2500,194.66,260.95,0.01504,0.00717,50.00,0.00634,50.00,0.01114,430.92,0.222,0.8811,F
8951,895,0,10.5900,199.22,276.05,0.00998,0.01000,50.00,0.00800,50.00,0.00848,631.27,0.153,0.8007,F
8952,895,1,6.0700,196.11,131.64,0.01247,0.00400,50.00,0.00590,50.00,0.00838,180.56,0.184,0.5820,F
8953,895,1,4.3400,196.06,277.66,0.00960,0.00634,50.00,0.00366,50.00,0.00474,158.49,0.151,0.6582,F
8962,896,1,6.7100,196.48,244.02,0.00992,0.00766,50.00,0.01034,50.00,0.00443,487.49,0.151,0.5771,F
8963,896,1,1.9400,195.74,327.96,0.01624,0.01000,50.00,0.01000,50.00,0.00630,103.28,0.242,0.6576,F
8971,897,0,10.1700,202.31,239.75,0.01105,0.00800,50.00,0.00201,50.00,0.00903,714.06,0.168,0.7715,F
8972,897,1,7.0200,197.37,213.44,0.00806,0.00600,50.00,0.00742,50.00,0.00516,447.49,0.128,0.7609,F
8973,897,1,3.3600,198.09,260.05,0.00828,0.01234,50.00,0.01697,50.00,0.00841,176.42,0.132,0.9038,F
8981,898,0,10.5100,200.14,243.78,0.01193,0.00800,50.00,0.00883,50.00,0.00733,567.13,0.178,0.8132,F
8982,898,1,2.0900,196.49,250.99,0.00518,0.00434,50.00,0.00435,50.00,0.00513,47.78,0.091,0.6158,F
8983,898,1,14.7100,197.23,298.64,0.00735,0.01048,50.00,0.00552,50.00,0.00355,536.13,0.121,0.5538,F
8991,899,0,13.1200,196.31,249.45,0.00594,0.00814,50.00,0.00717,50.00,0.00448,618.55,0.106,0.5558,F
8992,899,1,3.3400,193.96,244.20,0.01574,0.01434,50.00,0.01131,50.00,0.01129,164.35,0.223,0.7653,F
8993,899,1,4.4000,194.81,339.40,0.01737,0.01034,50.00,0.00673,50.00,0.00751,345.77,0.255,0.7542,F
9001,900,0,15.8500,192.43,257.78,0.01024,0.00800,50.00,0.00742,50.00,0.00682,884.41,0.155,0.6083,F
9002,900,1,14.7500,191.01,246.66,0.01767,0.00566,50.00,0.00972,50.00,0.00656,759.91,0.277,0.6871,F
9003,900,1,2.7000,188.80,325.51,0.03437,0.00483,50.00,0.01297,50.00,0.01510,136.42,0.650,0.6277,F
9011,901,0,16.4300,191.42,239.07,0.01118,0.00600,50.00,0.00400,50.00,0.00550,668.91,0.168,0.5136,F
9012,901,1,5.9800,187.42,205.15,0.04788,0.01303,50.00,0.01283,50.00,0.01022,238.14,0.725,0.6640,F
9013,901,1,10.3000,188.01,292.96,0.03392,0.01103,50.00,0.00366,50.00,0.02044,350.56,0.539,0.4739,F
9022,902,1,0.4200,170.10,155.08,0.00016,0.00001,50.00,0.00001,50.00,0.00001,17.78,0.032,0.8510,F
9023,902,1,0.9000,170.36,264.94,0.00575,0.01024,50.00,0.00645,50.00,0.00197,134.71,0.098,0.7723,F
9031,903,0,10.0400,189.76,256.67,0.01391,0.00883,50.00,0.00917,50.00,0.00491,764.41,0.182,0.4396,F
9032,903,1,6.1300,176.08,190.94,0.06303,0.01400,50.00,0.01491,50.00,0.07693,183.99,0.991,0.6749,F
9033,903,1,7.5400,183.74,234.38,0.05763,0.00951,50.00,0.01000,50.00,0.04145,427.84,0.954,0.7722,F
9042,904,1,27.8100,184.89,185.89,0.07989,0.01600,50.00,0.00401,50.00,0.03050,557.49,1.270,0.6170,F
9043,904,1,15.6200,185.03,353.38,0.08533,0.01735,50.00,0.01870,50.00,0.05638,226.42,1.437,0.6073,F
9052,905,1,2.1800,184.12,136.92,0.14166,0.00703,50.00,0.01480,50.00,0.20548,39.85,2.504,0.7760,F
9053,905,1,2.7600,186.63,299.64,0.08462,0.01303,50.00,0.01467,50.00,0.09099,118.14,1.432,0.8779,F
9062,906,1,0.3600,184.53,90.33,0.17273,0.10313,50.00,0.29021,7.43,0.00001,0.00,2.845,0.6007,F
9063,906,1,0.6200,187.89,214.13,0.12452,0.01572,50.00,0.04090,50.00,0.14961,25.71,2.217,0.9370,F
9071,907,0,15.4600,193.58,186.09,0.01909,0.01317,50.00,0.00883,50.00,0.00675,726.48,0.255,0.5317,F
9072,907,1,9.7500,191.19,108.52,0.01633,0.01048,50.00,0.00751,50.00,0.00224,402.34,0.232,0.3206,F
9073,907,1,2.8100,190.74,231.33,0.03332,0.01000,50.00,0.00401,50.00,0.00476,126.07,0.480,0.6296,F
9081,908,0,10.0400,194.33,219.72,0.01474,0.00849,50.00,0.01386,50.00,0.00820,437.13,0.214,0.6949,F
9082,908,1,1.2000,191.20,123.28,0.04112,0.02600,50.00,0.01868,50.00,0.02000,13.28,0.586,0.6844,F
9083,908,1,2.0300,191.91,253.30,0.02797,0.01048,50.00,0.01766,50.00,0.01414,3.64,0.408,0.8257,F
9092,909,1,23.8300,191.67,164.10,0.04768,0.00342,50.00,0.00610,50.00,0.02092,584.06,0.746,0.5425,F
9093,909,1,29.6000,190.74,281.24,0.04390,0.00200,50.00,0.00717,50.00,0.01594,692.70,0.709,0.4768,F
9102,910,1,1.1400,190.61,145.91,0.09977,0.00400,50.00,0.02345,50.00,0.14981,41.57,1.656,0.8047,F
9103,910,1,2.5000,192.67,286.52,0.04429,0.01400,50.00,0.01138,50.00,0.03631,196.42,0.731,0.7610,F
9111,911,0,10.1300,199.02,230.11,0.01152,0.00951,50.00,0.02351,50.00,0.00530,519.20,0.170,0.6807,F
9112,911,1,15.1700,195.92,131.30,0.02037,0.00848,50.00,0.01103,50.00,0.00438,304.71,0.334,0.5010,F
9113,911,1,27.2800,196.33,234.89,0.01682,0.00917,50.00,0.01151,50.00,0.00382,645.77,0.255,0.6178,F
9122,912,1,0.9000,191.11,136.35,0.07861,0.00800,50.00,0.02546,50.00,0.12496,27.43,1.246,0.8452,F
9123,912,1,0.8200,191.59,297.14,0.09293,0.01097,50.00,0.12341,33.64,0.00001,0.00,1.795,0.9595,F
9132,913,1,18.5400,196.35,152.03,0.02545,0.00951,50.00,0.01511,50.00,0.00998,567.84,0.376,0.6568,F
9133,913,1,7.7000,195.50,275.10,0.03938,0.02600,50.00,0.00942,50.00,0.01964,373.28,0.607,0.7087,F
9141,914,0,10.2100,202.72,193.94,0.01082,0.01566,50.00,0.00786,50.00,0.00759,431.27,0.163,0.7122,F
9142,914,1,4.6800,199.72,137.43,0.01916,0.01117,50.00,0.01151,50.00,0.01434,244.35,0.261,0.7677,F
9143,914,1,19.3700,201.11,231.90,0.01520,0.00566,50.00,0.01414,50.00,0.01119,657.55,0.222,0.7643,F
9151,915,0,10.6600,202.24,261.46,0.01758,0.00370,50.00,0.01431,50.00,0.00495,763.76,0.284,0.4153,F
9152,915,1,11.0700,199.81,219.35,0.01443,0.00400,50.00,0.00435,50.00,0.01115,524.06,0.208,0.8039,F
9153,915,1,11.0500,199.91,300.63,0.01773,0.01503,50.00,0.00098,50.00,0.00838,967.84,0.240,0.6253,F
9161,916,0,10.7800,197.89,228.87,0.01619,0.02600,50.00,0.01200,50.00,0.00788,748.91,0.232,0.6062,F
9162,916,1,2.9400,194.66,199.71,0.02720,0.00800,50.00,0.01180,50.00,0.01632,190.56,0.382,0.8072,F
9163,916,1,4.8200,194.79,295.96,0.02022,0.00800,50.00,0.00980,50.00,0.01156,292.63,0.302,0.7411,F
9171,917,0,10.2200,200.17,209.56,0.01573,0.01542,50.00,0.00459,50.00,0.01089,550.98,0.225,0.8364,F
9172,917,1,23.1500,194.18,205.82,0.01844,0.00200,50.00,0.00766,50.00,0.00859,537.84,0.285,0.6683,F
9173,917,1,24.8200,195.32,272.52,0.01888,0.00903,50.00,0.00883,50.00,0.01022,504.77,0.301,0.4978,F
9182,918,1,5.6700,187.74,221.79,0.07042,0.00400,50.00,0.00635,50.00,0.04565,233.99,1.131,0.6115,F
9183,918,1,23.8000,190.26,347.80,0.03034,0.00342,50.00,0.01566,50.00,0.01304,824.47,0.484,0.4900,F
9191,919,0,11.0200,192.21,243.64,0.01080,0.01317,50.00,0.00883,50.00,0.00595,546.84,0.164,0.5649,F
9192,919,1,2.6300,190.30,206.33,0.02517,0.00634,50.00,0.01097,50.00,0.01910,69.85,0.372,0.7231,F
9193,919,1,0.8400,190.11,352.24,0.04123,0.01972,50.00,0.04718,9.14,0.00001,0.00,0.582,0.9351,F
9201,920,0,11.0200,192.69,353.56,0.00966,0.00800,50.00,0.00600,50.00,0.00538,567.84,0.146,0.5396,F
9202,920,1,1.8000,190.34,257.28,0.02026,0.01331,50.00,0.01337,50.00,0.00806,57.78,0.294,0.6237,F
9203,920,1,1.4800,190.54,352.99,0.02292,0.01097,50.00,0.02497,50.00,0.01495,110.56,0.332,0.7747,F
9213,921,1,0.3500,169.60,358.77,0.02895,0.03400,50.00,0.00001,50.00,0.00001,68.14,0.274,0.7698,F
9222,922,1,5.5100,169.44,133.67,0.00870,0.01000,50.00,0.00198,50.00,0.00001,190.56,0.112,0.5521,F
9223,922,1,5.9000,170.83,261.38,0.06982,0.03055,50.00,0.03328,50.00,0.00356,339.91,1.017,0.4852,F
9231,923,0,16.6500,180.63,232.07,0.06547,0.01937,50.00,0.03657,50.00,0.02852,738.20,1.044,0.5698,F
9232,923,1,1.0900,170.30,97.05,0.02213,0.02000,50.00,0.00522,19.14,0.00001,0.00,0.297,0.7626,F
9233,923,1,0.4900,169.99,219.90,0.01349,0.02283,50.00,0.00717,50.00,0.00001,9.50,0.192,0.6935,F
9241,924,0,10.0700,190.13,235.77,0.02181,0.00741,50.00,0.01210,50.00,0.00990,547.84,0.309,0.5365,F
9242,924,1,16.7700,185.59,216.28,0.05335,0.01868,50.00,0.00697,50.00,0.02445,666.48,0.831,0.6026,F
9243,924,1,3.5800,182.71,331.44,0.11745,0.02336,50.00,0.09355,50.00,0.14872,5.71,1.971,0.7577,F
9252,925,1,12.7300,178.11,240.85,0.07689,0.01307,50.00,0.01024,50.00,0.02743,562.70,1.234,0.4902,F
9253,925,1,3.6800,175.79,259.66,0.08210,0.03146,50.00,0.02606,50.00,0.07945,173.99,1.257,0.6973,F
9261,926,0,10.0400,188.54,240.92,0.03328,0.00883,50.00,0.00517,50.00,0.01389,525.77,0.533,0.2448,F
9262,926,1,11.2100,178.69,152.26,0.08929,0.01103,50.00,0.02400,50.00,0.04305,323.99,1.385,0.1982,F
9263,926,1,17.5600,183.04,261.06,0.06543,0.00083,50.00,0.00118,50.00,0.02381,690.98,1.069,0.6186,F
9272,927,1,8.3100,184.24,169.19,0.09891,0.01024,50.00,0.03218,50.00,0.06593,128.14,1.651,0.7660,F
9273,927,1,9.8000,184.88,327.39,0.10821,0.00566,50.00,0.03574,50.00,0.07880,150.56,1.875,0.6693,F
9281,928,0,10.4900,191.93,248.95,0.01483,0.00517,50.00,0.01014,50.00,0.00890,540.62,0.212,0.5041,F
9282,928,1,7.3200,188.52,144.65,0.01685,0.00424,50.00,0.00176,50.00,0.01458,143.99,0.234,0.5513,F
9283,928,1,6.5400,188.29,246.66,0.02207,0.01697,50.00,0.03453,50.00,0.01302,170.92,0.302,0.6762,F
9291,929,0,10.3300,189.02,207.55,0.01854,0.01151,50.00,0.03200,50.00,0.00890,407.49,0.263,0.5283,F
9292,929,1,1.4900,187.28,194.35,0.00949,0.00834,50.00,0.01965,50.00,0.00001,15.71,0.131,0.5108,F
9293,929,1,7.3800,187.99,346.50,0.01681,0.01034,50.00,0.00391,50.00,0.00667,178.14,0.229,0.4565,F
9301,930,0,17.0900,179.70,213.52,0.04463,0.00848,50.00,0.01351,50.00,0.02623,731.99,0.703,0.3535,F
9302,930,1,13.0400,169.01,137.38,0.01725,0.03751,50.00,0.00649,50.00,0.00107,750.62,0.210,0.2733,F
9303,930,1,3.5300,169.45,264.04,0.03107,0.00200,50.00,0.00931,50.00,0.02605,61.92,0.402,0.5690,F
9312,931,1,5.4500,168.09,54.71,0.00464,0.00517,50.00,0.00283,50.00,0.00059,170.56,0.081,0.4841,F
9313,931,1,14.6900,168.35,233.90,0.00803,0.00551,50.00,0.00697,50.00,0.00024,768.26,0.124,0.4415,F
9321,932,0,12.8000,168.58,53.51,0.00523,0.00683,50.00,0.00225,50.00,0.00182,520.62,0.095,0.4018,F
9322,932,1,0.8900,168.06,335.44,0.00515,0.00198,50.00,0.00001,15.36,0.00001,0.00,0.076,0.0604,F
9323,932,1,1.7900,168.22,97.74,0.00581,0.00400,50.00,0.00401,50.00,0.00077,130.21,0.097,0.7178,F
9332,933,1,7.5100,168.58,93.45,0.00607,0.00200,50.00,0.00400,50.00,0.00129,857.25,0.103,0.3673,F
9333,933,1,13.5400,169.47,196.31,0.02262,0.08134,50.00,0.27123,50.00,0.00332,775.83,0.429,0.6292,F
9341,934,0,10.9400,169.46,97.73,0.00847,0.00800,50.00,0.00001,50.00,0.00270,351.98,0.133,0.2652,F
9342,934,1,18.0400,168.87,41.31,0.00694,0.00400,50.00,0.00001,50.00,0.00145,694.47,0.111,0.3023,F
9343,934,1,3.8900,168.66,151.46,0.01209,0.00200,50.00,0.00318,50.00,0.01250,63.28,0.174,0.5332,F
9352,935,1,0.5500,168.16,39.57,0.00843,0.00529,50.00,0.01037,3.28,0.00001,0.00,0.120,0.4811,F
9353,935,1,1.0800,168.20,157.72,0.00585,0.00400,50.00,0.00201,50.00,0.00092,108.49,0.105,0.5103,F
9362,936,1,2.9200,168.38,18.27,0.00754,0.00834,50.00,0.00673,50.00,0.00143,242.63,0.118,0.6233,F
9363,936,1,2.0500,168.39,166.35,0.00830,0.00400,50.00,0.00400,50.00,0.00186,215.36,0.118,0.4245,F
9371,937,0,14.8400,169.64,102.98,0.00627,0.00600,50.00,0.00400,50.00,0.00221,498.85,0.107,0.4369,F
9372,937,1,6.2200,168.95,65.85,0.00688,0.00400,50.00,0.00152,50.00,0.00308,365.06,0.111,0.4980,F
9373,937,1,5.0300,168.68,152.58,0.00655,0.00400,50.00,0.00269,50.00,0.00186,305.06,0.104,0.3233,F
9382,938,1,2.0600,168.49,121.25,0.00939,0.01000,50.00,0.00400,50.00,0.00106,47.43,0.127,0.4801,F
9383,938,1,1.6700,168.61,247.16,0.01042,0.00200,50.00,0.00201,50.00,0.00519,57.78,0.140,0.5725,F
9391,939,0,16.0700,169.63,96.67,0.00778,0.00751,50.00,0.00638,50.00,0.00158,639.56,0.126,0.3137,F
9392,939,1,3.8900,169.01,71.81,0.00631,0.00201,50.00,0.00424,50.00,0.00349,211.57,0.100,0.5767,F
9393,939,1,2.3900,168.88,205.22,0.00495,0.00400,50.00,0.00201,50.00,0.00212,189.14,0.091,0.6153,F
9401,940,0,11.7700,181.90,225.59,0.10317,0.00717,50.00,0.00483,50.00,0.03123,576.48,1.755,0.4163,F
9402,940,1,50.0600,169.48,88.99,0.00740,0.01400,50.00,0.00366,50.00,0.00099,726.54,0.116,0.3381,F
9403,940,1,20.0600,169.22,225.50,0.00663,0.00400,50.00,0.00201,50.00,0.00056,361.98,0.110,0.5817,F
9412,941,1,0.7500,168.41,103.98,0.01208,0.00400,50.00,0.00095,9.14,0.00001,0.00,0.182,0.6952,F
9413,941,1,2.9000,168.41,213.34,0.00486,0.00483,50.00,0.00118,50.00,0.00121,248.85,0.098,0.3517,F
9422,942,1,24.3200,169.20,133.39,0.00999,0.02141,50.00,0.00258,50.00,0.00116,696.19,0.152,0.2184,F
9423,942,1,8.2800,169.70,275.78,0.01812,0.03483,50.00,0.00834,50.00,0.00528,329.91,0.264,0.6659,F
9431,943,0,10.0800,188.30,146.38,0.00966,0.00766,50.00,0.01434,50.00,0.00132,455.42,0.140,0.2354,F
9432,943,1,6.0200,183.29,99.16,0.07908,0.00483,50.00,0.00269,50.00,0.01948,80.21,1.371,0.5423,F
9433,943,1,19.5200,182.36,207.87,0.06338,0.00800,50.00,0.00201,50.00,0.03667,495.77,1.133,0.3847,F
9442,944,1,13.0100,173.74,220.60,0.08862,0.00400,50.00,0.30007,50.00,0.00672,491.27,1.529,0.4673,F
9443,944,1,3.9400,180.82,284.83,0.08197,0.02657,50.00,0.01715,50.00,0.04834,349.91,1.306,0.5484,F
9452,945,1,9.6200,183.02,102.38,0.09462,0.00483,50.00,0.00869,50.00,0.05555,232.63,1.576,0.5461,F
9453,945,1,22.8900,187.45,266.36,0.09296,0.00200,50.00,0.00352,50.00,0.02690,692.34,1.554,0.4593,F
9461,946,0,10.3200,187.15,184.40,0.02496,0.00931,50.00,0.01414,50.00,0.01619,399.56,0.381,0.3093,F
9462,946,1,9.1300,186.60,122.21,0.04783,0.00766,50.00,0.01214,50.00,0.01279,591.99,0.772,0.3194,F
9463,946,1,1.8100,184.33,213.23,0.14258,0.02469,50.00,0.10812,50.00,0.15349,27.43,2.621,0.8433,F
9472,947,1,5.3200,183.80,124.11,0.08478,0.00931,50.00,0.02626,50.00,0.04139,265.06,1.353,0.5968,F
9473,947,1,9.9500,187.71,314.44,0.08098,0.00600,50.00,0.00752,50.00,0.03553,496.13,1.405,0.6717,F
9482,948,1,32.2000,186.93,138.50,0.04146,0.00800,50.00,0.00600,50.00,0.01037,752.70,0.623,0.3699,F
9483,948,1,14.3300,188.08,248.90,0.06581,0.01766,50.00,0.00683,50.00,0.02965,586.13,0.988,0.5573,F
9492,949,1,18.3300,189.05,130.66,0.05950,0.00517,50.00,0.02117,50.00,0.02151,577.84,0.877,0.5274,F
9493,949,1,27.4600,190.46,274.74,0.06545,0.00951,50.00,0.00380,50.00,0.01909,761.69,1.027,0.4466,F
9501,950,0,10.0700,201.02,210.69,0.01320,0.02683,50.00,0.00425,50.00,0.00817,786.48,0.192,0.7556,F
9502,950,1,42.3300,193.79,180.54,0.02513,0.00517,50.00,0.01297,50.00,0.00789,1146.54,0.385,0.4879,F
9503,950,1,33.5000,194.32,244.11,0.02750,0.00683,50.00,0.01238,50.00,0.00860,859.26,0.425,0.4524,F
9512,951,1,25.7100,190.92,180.54,0.05060,0.01669,50.00,0.02400,50.00,0.02195,481.27,0.753,0.5802,F
9513,951,1,37.5700,191.98,342.36,0.03679,0.02429,50.00,0.01357,50.00,0.01038,742.70,0.559,0.4734,F
9521,952,0,15.7400,193.85,157.62,0.01323,0.01121,50.00,0.01679,50.00,0.00844,723.70,0.196,0.2767,F
9522,952,1,2.8800,192.35,78.14,0.02565,0.00766,50.00,0.02137,50.00,0.01653,160.21,0.334,0.7802,F
9523,952,1,12.9800,194.38,206.11,0.01833,0.00766,50.00,0.01103,50.00,0.00792,879.62,0.257,0.7214,F
9532,953,1,0.2000,189.41,237.80,0.01872,0.01088,29.14,0.00001,0.00,0.00001,0.00,0.218,0.5217,F
9533,953,1,3.7300,192.75,319.97,0.02490,0.00717,50.00,0.01297,50.00,0.02450,176.78,0.351,0.7461,F
9541,954,0,10.0500,198.65,182.39,0.01457,0.01014,50.00,0.00386,50.00,0.00999,715.48,0.218,0.6314,F
9542,954,1,20.5700,196.46,149.28,0.01791,0.00814,50.00,0.00855,50.00,0.01163,633.05,0.256,0.7096,F
9543,954,1,30.2100,196.22,252.28,0.01540,0.00800,50.00,0.01000,50.00,0.00772,680.33,0.226,0.6644,F
9551,955,0,11.9900,196.40,216.21,0.01014,0.00800,50.00,0.00200,50.00,0.00684,628.55,0.158,0.7595,F
9552,955,1,2.3700,193.03,204.75,0.02755,0.00649,50.00,0.01146,50.00,0.03156,25.71,0.379,0.7388,F
9553,955,1,2.9200,193.44,335.14,0.02128,0.00951,50.00,0.01000,50.00,0.01180,129.85,0.312,0.8069,F
9561,956,0,10.5000,193.75,234.82,0.05160,0.00600,50.00,0.00435,50.00,0.02072,582.34,0.860,0.4401,F
9562,956,1,1.0700,187.38,191.19,0.14550,0.02624,50.00,0.16375,43.28,0.00001,0.00,2.590,0.8872,F
9563,956,1,1.4400,185.89,325.04,0.12455,0.03507,50.00,0.03844,50.00,0.10596,61.57,1.893,0.6717,F
9571,957,0,10.9800,191.25,319.73,0.03360,0.00624,50.00,0.00308,50.00,0.01231,498.55,0.506,0.3070,F
9572,957,1,9.9600,189.68,232.69,0.05932,0.00601,50.00,0.01386,50.00,0.01250,544.77,0.924,0.4503,F
9573,957,1,1.5100,185.95,346.48,0.14214,0.01721,50.00,0.03377,50.00,0.19393,44.35,2.558,0.6437,F
9581,958,0,10.0400,191.73,231.25,0.02815,0.02317,50.00,0.00084,50.00,0.01726,471.63,0.416,0.3176,F
