Cell_ID,Receiving_Reach_ID,Receiving_Reach_Location_[0=up;1=dn],Drainage_Area_[ha],Average_Elevation_[m],Average_Aspect_[deg],Land_Slope_[m/m],Sheet_Flow_Slope_[m/m],Sheet_Flow_Length_[m],Shallow_Concentrated_Flow_Slope_[m/m],Shallow_Concentrated_Flow_Length_[m],Concentrated_Flow_Slope_[m/m],Concentrated_Flow_Length_[m],LS_Factor,Aspect_Correlation,Orphan_Raster_Code_[T/F]
3492,349,1,14.0700,181.32,327.92,0.01813,0.01200,50.00,0.00201,50.00,0.00344,815.12,0.257,0.3345,F
3493,349,1,7.4200,181.48,104.57,0.02930,0.02283,50.00,0.03186,50.00,0.00582,355.42,0.480,0.4477,F
3502,350,1,7.8600,181.90,289.48,0.05883,0.00800,50.00,0.01599,50.00,0.01065,117.43,0.802,0.4602,F
3503,350,1,14.5400,191.07,97.75,0.06312,0.00366,50.00,0.01525,50.00,0.03041,645.12,1.012,0.5595,F
3512,351,1,2.5500,182.95,270.08,0.08343,0.06597,50.00,0.00001,15.00,0.00001,0.00,1.062,0.5832,F
3513,351,1,13.4700,188.74,124.28,0.05855,0.01069,50.00,0.02337,50.00,0.03659,445.42,0.897,0.6742,F
3522,352,1,14.5000,188.40,300.72,0.06104,0.04412,50.00,0.07456,50.00,0.01224,144.35,0.917,0.6945,F
3523,352,1,19.5000,187.29,79.45,0.02487,0.06994,50.00,0.03351,50.00,0.00915,341.63,0.395,0.5539,F
3531,353,0,11.3000,200.03,359.27,0.02984,0.00717,50.00,0.01731,50.00,0.01596,631.27,0.411,0.5692,F
3532,353,1,6.4100,193.51,303.33,0.03019,0.00883,50.00,0.00883,50.00,0.01909,383.35,0.417,0.5273,F
3533,353,1,2.3500,193.01,34.19,0.04920,0.06000,50.00,0.07200,50.00,0.02589,79.50,0.691,0.6809,F
3541,354,0,11.3300,210.97,17.99,0.03936,0.01331,50.00,0.02783,50.00,0.02185,487.84,0.554,0.5712,F
3542,354,1,23.4900,199.70,300.66,0.04794,0.01849,50.00,0.01366,50.00,0.02184,594.77,0.680,0.6766,F
3543,354,1,16.5300,200.30,52.98,0.05964,0.01937,50.00,0.05543,50.00,0.02805,353.35,0.849,0.7142,F
3551,355,0,11.0100,192.67,188.26,0.03924,0.02346,50.00,0.04598,50.00,0.02201,635.12,0.552,0.6914,F
3552,355,1,32.7300,186.94,47.48,0.02563,0.02709,50.00,0.08534,50.00,0.00523,1006.84,0.370,0.5142,F
3553,355,1,6.0800,187.85,198.45,0.04832,0.03014,50.00,0.03743,50.00,0.02996,369.56,0.721,0.7783,F
3561,356,0,13.7000,193.95,65.17,0.06421,0.01269,50.00,0.02331,50.00,0.03091,575.77,0.993,0.5766,F
3562,356,1,0.8800,183.40,272.52,0.01002,0.00717,50.00,0.00785,15.36,0.00001,0.00,0.131,0.5560,F
3563,356,1,4.3400,187.44,66.09,0.07124,0.06012,50.00,0.14540,50.00,0.03294,176.78,1.152,0.9336,F
3572,357,1,0.3200,180.47,107.40,0.04475,0.01069,29.14,0.00001,0.00,0.00001,0.00,0.699,0.1215,F
3573,357,1,1.3100,181.94,204.41,0.02806,0.03400,50.00,0.02834,50.00,0.01238,119.85,0.440,0.7503,F
3582,358,1,0.4000,181.14,265.38,0.00764,0.00400,50.00,0.00483,50.00,0.01414,1.21,0.134,0.4864,F
3583,358,1,2.5900,181.15,43.25,0.00429,0.00400,50.00,0.00200,50.00,0.00228,131.92,0.082,0.3852,F
3591,359,0,12.4000,181.82,321.16,0.00714,0.00200,50.00,0.00308,50.00,0.00186,673.70,0.103,0.5169,F
3592,359,1,2.0000,181.27,259.08,0.00989,0.00800,50.00,0.00200,50.00,0.00001,113.28,0.102,0.6979,F
3593,359,1,0.6400,181.17,68.89,0.00447,0.00199,50.00,0.00001,50.00,0.00001,7.43,0.085,0.6264,F
3602,360,1,4.5000,181.27,30.76,0.00739,0.00400,50.00,0.00198,50.00,0.00001,361.92,0.111,0.2896,F
3603,360,1,0.3800,181.21,165.63,0.00551,0.00341,50.00,0.00320,9.14,0.00001,0.00,0.114,0.6583,F
3612,361,1,13.7700,181.58,320.04,0.00803,0.01600,50.00,0.00600,50.00,0.00168,717.19,0.123,0.4186,F
3613,361,1,4.7500,181.26,86.31,0.00636,0.00624,50.00,0.00574,50.00,0.00001,204.35,0.103,0.5091,F
3621,362,0,15.4700,193.78,66.76,0.10012,0.02600,50.00,0.04550,50.00,0.03406,620.27,1.757,0.5478,F
3622,362,1,43.8500,181.93,337.26,0.01156,0.04956,50.00,0.06256,50.00,0.01156,769.20,0.167,0.4622,F
3623,362,1,36.2900,182.40,77.71,0.01731,0.20856,50.00,0.06613,50.00,0.00324,886.13,0.249,0.5416,F
3631,363,0,10.3500,181.44,175.47,0.00627,0.00600,50.00,0.00200,50.00,0.00020,500.56,0.106,0.2174,F
3632,363,1,17.0300,181.57,61.12,0.00808,0.01131,50.00,0.01731,50.00,0.00445,397.13,0.124,0.3857,F
3633,363,1,12.6600,181.30,206.00,0.00624,0.00025,50.00,0.00776,50.00,0.00025,400.92,0.106,0.3407,F
3641,364,0,10.1100,181.68,150.48,0.00409,0.00200,50.00,0.00049,50.00,0.00139,417.13,0.083,0.2433,F
3642,364,1,6.7700,181.37,72.22,0.00566,0.00400,50.00,0.00001,50.00,0.00184,218.14,0.095,0.4448,F
3643,364,1,5.2700,181.33,195.11,0.00641,0.00283,50.00,0.00752,50.00,0.00152,186.42,0.109,0.4556,F
3651,365,0,10.6400,181.92,178.22,0.00617,0.00200,50.00,0.00200,50.00,0.00256,391.27,0.110,0.1852,F
3652,365,1,10.9400,181.38,36.92,0.00949,0.00200,50.00,0.00600,50.00,0.00392,127.78,0.163,0.5132,F
3653,365,1,33.6200,181.68,217.81,0.01372,0.02566,50.00,0.00835,50.00,0.00215,698.55,0.197,0.2632,F
3662,366,1,0.9800,180.44,11.72,0.00841,0.00399,50.00,0.00001,50.00,0.00001,11.57,0.087,0.7273,F
3663,366,1,4.7400,180.71,191.11,0.00662,0.00400,50.00,0.00425,50.00,0.00262,186.78,0.108,0.5426,F
3671,367,0,11.1300,181.24,96.55,0.01610,0.02469,50.00,0.02138,50.00,0.00199,553.05,0.214,0.2522,F
3672,367,1,6.3600,180.67,24.44,0.00857,0.00600,50.00,0.00200,50.00,0.00096,208.49,0.116,0.4488,F
3673,367,1,0.3200,180.82,157.08,0.01653,0.00443,45.00,0.00001,0.00,0.00001,0.00,0.279,0.6024,F
3681,368,0,10.4900,181.85,128.09,0.01875,0.03206,50.00,0.02146,50.00,0.00189,703.70,0.236,0.3733,F
3682,368,1,4.8900,180.86,79.78,0.01042,0.01917,50.00,0.00483,50.00,0.00098,102.28,0.151,0.7755,F
3683,368,1,14.8900,181.04,166.70,0.00795,0.00751,50.00,0.00600,50.00,0.00174,532.34,0.118,0.3614,F
3692,369,1,0.6000,174.36,90.86,0.01369,0.01228,50.00,0.00372,50.00,0.00001,16.07,0.182,0.6353,F
3693,369,1,1.2500,174.40,261.37,0.01615,0.02800,50.00,0.00001,50.00,0.00001,128.14,0.170,0.3525,F
3701,370,0,14.0600,175.58,197.51,0.00776,0.01083,50.00,0.00118,50.00,0.00103,780.98,0.103,0.1596,F
3702,370,1,5.1300,174.91,76.20,0.01253,0.00917,50.00,0.00083,50.00,0.00098,185.06,0.102,0.3962,F
3703,370,1,10.7500,174.96,185.41,0.00629,0.00200,50.00,0.00200,50.00,0.00263,248.14,0.107,0.4392,F
3712,371,1,13.3200,175.22,85.65,0.00640,0.01800,50.00,0.00201,50.00,0.00285,281.27,0.105,0.6255,F
3713,371,1,7.2200,175.10,214.86,0.01693,0.00999,50.00,0.00001,50.00,0.00121,500.27,0.226,0.3102,F
3721,372,0,11.4400,175.73,108.29,0.00320,0.01600,50.00,0.00201,50.00,0.00073,562.70,0.069,0.4793,F
3722,372,1,4.9100,175.52,48.97,0.00553,0.01800,50.00,0.00400,50.00,0.00171,234.35,0.093,0.5664,F
3723,372,1,2.7800,175.41,171.04,0.00254,0.00200,50.00,0.00201,50.00,0.00135,148.49,0.065,0.5910,F
3732,373,1,4.5000,175.27,127.85,0.00215,0.00200,50.00,0.00001,50.00,0.00044,228.49,0.059,0.5442,F
3733,373,1,1.7800,175.43,240.94,0.01591,0.02399,50.00,0.00001,50.00,0.00001,33.99,0.195,0.8462,F
3742,374,1,40.6600,176.74,74.37,0.00521,0.00200,50.00,0.00132,50.00,0.00128,418.85,0.081,0.4986,F
3743,374,1,64.9100,176.64,164.51,0.00419,0.00400,50.00,0.00225,50.00,0.00124,558.91,0.083,0.3689,F
3752,375,1,34.8000,178.63,74.57,0.00440,0.00200,50.00,0.00200,50.00,0.00122,493.05,0.077,0.4499,F
3753,375,1,15.8800,178.83,183.70,0.00449,0.00200,50.00,0.00200,50.00,0.00194,309.91,0.088,0.4846,F
3761,376,0,11.9500,180.45,66.85,0.01007,0.01200,50.00,0.00200,50.00,0.00144,696.78,0.144,0.3869,F
3762,376,1,15.2100,179.68,47.44,0.00599,0.01718,50.00,0.00201,50.00,0.00166,266.42,0.083,0.5004,F
3763,376,1,16.2100,179.67,183.30,0.00543,0.00800,50.00,0.00001,50.00,0.00030,337.78,0.096,0.5700,F
3772,377,1,10.6700,179.63,80.79,0.00470,0.00424,50.00,0.00175,50.00,0.00025,446.84,0.082,0.3565,F
3773,377,1,14.8300,179.59,195.00,0.00540,0.00200,50.00,0.00400,50.00,0.00090,448.91,0.095,0.4374,F
3782,378,1,0.9800,180.11,21.09,0.02159,0.00001,50.00,0.00001,13.28,0.00001,0.00,0.177,0.6877,F
3783,378,1,2.6100,180.18,167.15,0.00623,0.00517,50.00,0.00483,50.00,0.00264,151.57,0.118,0.5733,F
3791,379,0,10.4400,181.42,152.62,0.00407,0.00600,50.00,0.00200,50.00,0.00130,465.06,0.080,0.3649,F
3792,379,1,6.2100,180.72,34.61,0.01135,0.01600,50.00,0.00200,50.00,0.00001,128.14,0.132,0.5499,F
3793,379,1,34.6200,180.94,157.30,0.00447,0.00600,50.00,0.00001,50.00,0.00189,742.70,0.087,0.4900,F
3801,380,0,10.3100,180.85,167.00,0.00466,0.00600,50.00,0.00401,50.00,0.00132,458.20,0.085,0.5175,F
3802,380,1,27.5400,180.99,78.96,0.00417,0.00400,50.00,0.00401,50.00,0.00175,573.05,0.082,0.6279,F
3803,380,1,8.4100,180.47,222.12,0.00516,0.00717,50.00,0.00283,50.00,0.00158,190.21,0.090,0.6639,F
3811,381,0,10.0000,180.67,221.43,0.00540,0.02034,50.00,0.01190,50.00,0.00081,606.13,0.098,0.1773,F
3812,381,1,11.2800,180.25,69.69,0.00500,0.00200,50.00,0.01000,50.00,0.00115,262.99,0.090,0.4630,F
3813,381,1,12.6000,180.16,214.93,0.00758,0.00951,50.00,0.00800,50.00,0.00161,201.57,0.115,0.4580,F
3821,382,0,10.3100,179.38,148.82,0.00526,0.00600,50.00,0.00400,50.00,0.00126,558.91,0.092,0.3970,F
3822,382,1,16.1600,178.41,107.99,0.00462,0.00200,50.00,0.00201,50.00,0.00140,430.62,0.086,0.3869,F
3823,382,1,46.1800,178.65,166.83,0.00622,0.00742,50.00,0.00883,50.00,0.00170,760.27,0.104,0.2797,F
3832,383,1,1.4200,175.41,77.80,0.02059,0.01596,50.00,0.00001,50.00,0.00001,65.00,0.186,0.3463,F
3833,383,1,3.1000,176.12,236.16,0.02725,0.01806,50.00,0.00793,50.00,0.00154,325.71,0.347,0.2279,F
3842,384,1,0.7300,175.61,9.82,0.03230,0.04196,25.00,0.00001,0.00,0.00001,0.00,0.311,0.1108,F
3843,384,1,0.5900,175.95,132.97,0.02208,0.00317,50.00,0.00283,50.00,0.01122,13.28,0.441,0.3351,F
3852,385,1,25.5700,176.37,75.50,0.00467,0.00600,50.00,0.01000,50.00,0.00091,863.76,0.086,0.3498,F
3853,385,1,13.2000,176.16,172.91,0.00644,0.01000,50.00,0.00001,50.00,0.00139,469.85,0.107,0.4642,F
3862,386,1,12.0700,176.64,97.94,0.00528,0.00400,50.00,0.00001,50.00,0.00095,547.84,0.089,0.3501,F
3863,386,1,5.1200,176.93,186.24,0.01135,0.00201,50.00,0.00318,50.00,0.00336,101.92,0.196,0.4553,F
3871,387,0,11.5000,177.40,90.28,0.00289,0.00400,50.00,0.00001,50.00,0.00077,456.13,0.068,0.3733,F
3872,387,1,13.8200,177.17,90.91,0.00326,0.00200,50.00,0.00049,50.00,0.00109,622.76,0.076,0.4859,F
3873,387,1,3.5200,177.13,175.26,0.00454,0.00200,50.00,0.00001,50.00,0.00138,145.71,0.080,0.5099,F
3882,388,1,0.2300,177.07,40.43,0.01025,0.01400,25.00,0.00001,0.00,0.00001,0.00,0.211,0.5162,F
3883,388,1,0.1600,177.19,217.30,0.01060,0.00745,29.14,0.00001,0.00,0.00001,0.00,0.290,0.6595,F
3892,389,1,1.7200,177.13,60.93,0.01633,0.01142,35.00,0.00001,0.00,0.00001,0.00,0.248,0.3065,F
3893,389,1,0.9700,177.53,232.15,0.02187,0.01431,29.14,0.00001,0.00,0.00001,0.00,0.516,0.7389,F
3901,390,0,10.0600,177.79,104.82,0.00539,0.01200,50.00,0.00600,50.00,0.00058,346.42,0.097,0.4237,F
3902,390,1,16.4800,177.49,69.44,0.00344,0.00400,50.00,0.00001,50.00,0.00090,836.13,0.071,0.3196,F
3903,390,1,3.2200,177.40,103.35,0.00479,0.00342,50.00,0.00459,50.00,0.00204,172.28,0.088,0.5377,F
3912,391,1,0.3000,177.06,142.03,0.01089,0.01333,15.00,0.00001,0.00,0.00001,0.00,0.189,0.2292,F
3913,391,1,0.1600,177.42,262.34,0.02161,0.02333,15.00,0.00001,0.00,0.00001,0.00,0.453,0.9472,F
3921,392,0,10.3600,178.17,133.17,0.00500,0.00200,50.00,0.00201,50.00,0.00155,647.84,0.094,0.2486,F
3922,392,1,1.4400,177.54,90.94,0.00264,0.00399,50.00,0.00001,50.00,0.00001,118.14,0.059,0.8041,F
3923,392,1,5.3600,177.55,139.06,0.00450,0.00435,50.00,0.00566,50.00,0.00114,351.63,0.086,0.4924,F
3932,393,1,8.7100,177.55,74.49,0.00511,0.00400,50.00,0.00201,50.00,0.00222,360.92,0.094,0.5855,F
3933,393,1,6.8000,177.72,264.60,0.01209,0.01103,50.00,0.00692,50.00,0.00341,353.35,0.173,0.3324,F
3941,394,0,10.0000,178.18,121.40,0.00413,0.00200,50.00,0.00001,50.00,0.00236,467.49,0.083,0.5851,F
3942,394,1,0.4300,177.48,96.41,0.00294,0.00407,49.14,0.00001,0.00,0.00001,0.00,0.063,0.8135,F
3943,394,1,0.6300,177.47,121.27,0.00382,0.00400,50.00,0.00200,50.00,0.00001,27.78,0.080,0.7352,F
3951,395,0,10.4200,178.25,55.55,0.00833,0.00200,50.00,0.00001,50.00,0.00126,960.27,0.130,0.1408,F
3952,395,1,14.6100,177.88,134.34,0.00471,0.00200,50.00,0.00200,50.00,0.00153,655.77,0.087,0.4700,F
3953,395,1,5.2500,177.65,266.81,0.01172,0.00737,50.00,0.01063,50.00,0.00522,210.56,0.171,0.4704,F
3961,396,0,10.0800,177.43,211.57,0.00463,0.00283,50.00,0.00318,50.00,0.00142,565.77,0.084,0.4404,F
3962,396,1,9.5400,177.32,137.93,0.00553,0.00800,50.00,0.00001,50.00,0.00050,807.19,0.078,0.3565,F
3963,396,1,4.9500,177.26,223.82,0.00282,0.00799,50.00,0.00001,50.00,0.00001,142.63,0.063,0.6829,F
3971,397,0,12.1900,177.62,161.09,0.00660,0.00669,50.00,0.00731,50.00,0.00174,634.71,0.108,0.2942,F
3972,397,1,19.2400,176.94,99.97,0.00667,0.00435,50.00,0.00365,50.00,0.00026,398.91,0.103,0.3434,F
3973,397,1,17.1100,177.03,239.24,0.00776,0.00600,50.00,0.00001,50.00,0.00143,280.56,0.121,0.4815,F
3982,398,1,16.7400,176.42,99.13,0.01103,0.00541,50.00,0.00059,50.00,0.00126,638.85,0.166,0.4881,F
3983,398,1,9.7100,176.12,243.45,0.01175,0.00731,50.00,0.00269,50.00,0.00172,543.70,0.188,0.3037,F
3992,399,1,13.4800,176.73,79.53,0.01684,0.00600,50.00,0.00806,50.00,0.00265,528.85,0.235,0.3869,F
3993,399,1,30.6200,176.90,243.87,0.01193,0.00342,50.00,0.00883,50.00,0.00080,737.49,0.169,0.3515,F
4002,400,1,0.1400,176.47,97.45,0.01617,0.01999,15.00,0.00001,0.00,0.00001,0.00,0.158,0.1150,F
4003,400,1,0.0600,177.00,210.65,0.01759,0.01332,15.00,0.00001,0.00,0.00001,0.00,0.550,0.9622,F
4011,401,0,11.1300,177.51,222.29,0.00697,0.00166,50.00,0.00235,50.00,0.00094,651.99,0.115,0.0774,F
4012,401,1,1.0000,177.17,359.14,0.01435,0.00751,50.00,0.00849,50.00,0.00001,13.64,0.203,0.4643,F
4013,401,1,1.2400,177.32,150.91,0.01843,0.01214,50.00,0.00386,50.00,0.00001,27.43,0.315,0.3978,F
4021,402,0,11.3500,177.23,88.48,0.00915,0.01000,50.00,0.00400,50.00,0.00118,427.49,0.143,0.3028,F
4022,402,1,1.6900,176.61,58.37,0.00642,0.00283,50.00,0.00517,50.00,0.00046,109.85,0.091,0.6658,F
4023,402,1,5.3100,176.73,198.17,0.00668,0.00400,50.00,0.00390,50.00,0.00156,259.85,0.090,0.4138,F
4032,403,1,12.2600,177.17,55.35,0.00933,0.01000,50.00,0.00503,50.00,0.00195,230.56,0.139,0.4459,F
4033,403,1,15.0300,177.34,211.31,0.01157,0.01000,50.00,0.01531,50.00,0.00159,274.71,0.170,0.4517,F
4041,404,0,10.0900,177.97,146.37,0.00907,0.01214,50.00,0.00586,50.00,0.00253,356.78,0.137,0.3056,F
4042,404,1,11.5500,177.82,40.08,0.00679,0.01034,50.00,0.00834,50.00,0.00231,528.20,0.112,0.6042,F
4043,404,1,1.6600,177.43,176.11,0.00911,0.01434,50.00,0.00366,50.00,0.00001,31.57,0.126,0.5726,F
4051,405,0,10.4300,177.64,258.85,0.01023,0.00683,50.00,0.00717,50.00,0.00091,552.34,0.144,0.0585,F
4052,405,1,5.3100,177.58,137.87,0.01714,0.01103,50.00,0.01897,50.00,0.00299,234.35,0.217,0.3378,F
4053,405,1,2.0800,177.48,292.52,0.01307,0.01400,50.00,0.00025,50.00,0.00346,83.28,0.193,0.3401,F
4061,406,0,11.0600,176.86,190.72,0.01094,0.00683,50.00,0.00317,50.00,0.00084,717.55,0.145,0.1924,F
4062,406,1,6.2400,176.38,195.08,0.00433,0.00400,50.00,0.00001,50.00,0.00170,147.43,0.078,0.5340,F
4063,406,1,20.4400,176.65,336.13,0.00925,0.00751,50.00,0.00449,50.00,0.00035,870.62,0.136,0.1667,F
4071,407,0,10.6700,176.66,206.07,0.00941,0.00834,50.00,0.00273,50.00,0.00181,525.77,0.143,0.2269,F
4072,407,1,4.0400,175.83,101.82,0.00615,0.00717,50.00,0.00483,50.00,0.00099,101.92,0.095,0.6975,F
4073,407,1,3.7500,176.10,241.39,0.01108,0.01141,50.00,0.00965,50.00,0.00516,106.07,0.158,0.7845,F
4082,408,1,0.4900,174.07,68.21,0.06569,0.05697,29.14,0.00001,0.00,0.00001,0.00,0.979,0.5694,F
4083,408,1,0.2600,174.45,236.48,0.05630,0.03981,29.14,0.00001,0.00,0.00001,0.00,1.390,0.8950,F
4091,409,0,10.8700,174.91,107.55,0.00786,0.00166,50.00,0.00235,50.00,0.00031,498.49,0.105,0.1565,F
4092,409,1,12.9900,174.84,101.38,0.01366,0.02400,50.00,0.00001,50.00,0.00209,432.34,0.176,0.4859,F
4093,409,1,4.2800,174.31,256.08,0.01083,0.01000,50.00,0.00200,50.00,0.00241,41.57,0.117,0.6482,F
4102,410,1,1.1400,174.11,91.94,0.02577,0.03663,15.00,0.00001,0.00,0.00001,0.00,0.502,0.7601,F
4103,410,1,7.9700,174.78,251.48,0.01392,0.00600,50.00,0.00318,50.00,0.00253,452.63,0.210,0.4362,F
4111,411,0,13.6800,176.67,241.27,0.01107,0.00951,50.00,0.02049,50.00,0.00096,609.20,0.153,0.4312,F
4112,411,1,9.3000,175.41,92.86,0.02096,0.01200,50.00,0.00200,50.00,0.00144,315.00,0.285,0.5474,F
4113,411,1,33.6400,175.95,241.02,0.00956,0.00907,50.00,0.00879,50.00,0.00236,612.99,0.151,0.5251,F
4121,412,0,12.0900,176.18,172.71,0.00531,0.01434,50.00,0.00366,50.00,0.00053,574.77,0.092,0.2767,F
4122,412,1,13.1000,175.41,197.66,0.00843,0.01000,50.00,0.00483,50.00,0.00294,497.13,0.127,0.3703,F
4123,412,1,14.3000,175.40,290.05,0.00654,0.00224,50.00,0.00176,50.00,0.00051,355.77,0.103,0.4151,F
4132,413,1,13.8400,172.87,89.09,0.00684,0.00342,50.00,0.00604,50.00,0.00233,656.84,0.102,0.4508,F
4133,413,1,32.0800,174.01,238.98,0.01082,0.00400,50.00,0.00049,50.00,0.00532,555.77,0.164,0.5157,F
4141,414,0,15.1400,175.34,194.67,0.00678,0.00800,50.00,0.00201,50.00,0.00133,832.70,0.113,0.2872,F
4142,414,1,9.5300,174.17,110.85,0.00700,0.00834,50.00,0.00166,50.00,0.00458,305.77,0.113,0.4673,F
4143,414,1,9.4800,174.35,226.55,0.00719,0.00200,50.00,0.00352,50.00,0.00436,235.06,0.117,0.7364,F
4151,415,0,12.9100,175.54,178.13,0.00501,0.00624,50.00,0.00376,50.00,0.00123,696.84,0.089,0.3441,F
4152,415,1,9.5300,174.12,109.39,0.00681,0.00200,50.00,0.01917,50.00,0.00050,83.64,0.110,0.5874,F
4153,415,1,39.2500,174.94,241.75,0.00558,0.00001,50.00,0.00035,50.00,0.00429,579.20,0.099,0.6357,F
4162,416,1,14.6200,172.76,82.84,0.02073,0.00400,50.00,0.00001,50.00,0.00942,472.70,0.281,0.4054,F
4163,416,1,3.7000,172.29,223.22,0.02973,0.04000,50.00,0.00001,50.00,0.00080,53.99,0.406,0.5028,F
4171,417,0,11.3800,175.49,188.14,0.00678,0.00951,50.00,0.00439,50.00,0.00108,571.99,0.109,0.3335,F
4172,417,1,17.5600,174.81,71.44,0.00494,0.00342,50.00,0.00366,50.00,0.00221,292.63,0.090,0.6568,F
4173,417,1,17.3300,174.92,207.96,0.00826,0.00883,50.00,0.00318,50.00,0.00152,462.70,0.130,0.6409,F
4182,418,1,38.0400,175.20,70.93,0.00854,0.00951,50.00,0.00780,50.00,0.00242,427.84,0.130,0.6450,F
4183,418,1,49.4700,175.26,224.06,0.00575,0.00400,50.00,0.00400,50.00,0.00064,785.18,0.101,0.5665,F
4192,419,1,15.1200,175.67,73.80,0.00847,0.00483,50.00,0.00425,50.00,0.00215,301.27,0.128,0.4590,F
4193,419,1,15.9300,175.58,237.05,0.00484,0.00517,50.00,0.00283,50.00,0.00139,359.91,0.089,0.5365,F
4202,420,1,28.9300,176.13,84.67,0.00946,0.01214,50.00,0.00586,50.00,0.00236,594.41,0.141,0.4296,F
4203,420,1,16.4900,175.92,224.50,0.00584,0.00400,50.00,0.00201,50.00,0.00148,679.56,0.103,0.5046,F
4212,421,1,0.5500,175.97,57.17,0.00451,0.00199,50.00,0.00001,19.50,0.00001,0.00,0.077,0.5491,F
4213,421,1,1.2500,176.04,229.22,0.00635,0.00507,50.00,0.00292,50.00,0.00001,55.71,0.102,0.6923,F
4222,422,1,17.9600,176.86,60.14,0.01602,0.02199,50.00,0.00001,50.00,0.00132,533.41,0.213,0.4740,F
4223,422,1,9.7600,176.54,218.44,0.01113,0.01000,50.00,0.00001,50.00,0.00312,224.35,0.151,0.4398,F
4231,423,0,10.0000,177.21,90.19,0.01368,0.02566,50.00,0.00834,50.00,0.00061,829.33,0.186,0.1633,F
4232,423,1,1.5100,176.91,63.82,0.01515,0.01400,50.00,0.00600,50.00,0.00001,56.07,0.206,0.7380,F
4233,423,1,1.0000,176.72,243.06,0.00799,0.00400,50.00,0.00001,33.28,0.00001,0.00,0.120,0.6278,F
4242,424,1,39.2700,177.08,81.14,0.00931,0.00917,50.00,0.00483,50.00,0.00116,608.20,0.132,0.2975,F
4243,424,1,40.3400,177.10,219.02,0.00812,0.01234,50.00,0.00166,50.00,0.00057,532.34,0.124,0.3018,F
4251,425,0,11.5700,177.75,99.44,0.00967,0.00400,50.00,0.00200,50.00,0.00095,633.41,0.145,0.2262,F
4252,425,1,20.9400,178.00,43.28,0.00924,0.01000,50.00,0.00601,50.00,0.00243,742.05,0.135,0.3180,F
4253,425,1,2.0400,177.16,220.04,0.00592,0.00435,50.00,0.00273,50.00,0.00307,47.78,0.097,0.7799,F
4261,426,0,12.3300,177.39,156.13,0.00447,0.00200,50.00,0.00001,50.00,0.00081,500.27,0.085,0.2075,F
4262,426,1,7.6600,177.20,98.69,0.00830,0.01117,50.00,0.00479,50.00,0.00001,240.92,0.124,0.3870,F
4263,426,1,11.2000,177.26,252.63,0.00599,0.00800,50.00,0.00001,50.00,0.00044,230.92,0.104,0.3565,F
4271,427,0,12.3900,176.81,177.52,0.00973,0.01000,50.00,0.00308,50.00,0.00087,634.77,0.142,0.1168,F
4272,427,1,12.5000,176.54,90.21,0.00970,0.00400,50.00,0.00200,50.00,0.00103,487.84,0.135,0.3751,F
4273,427,1,15.0600,176.54,237.09,0.00960,0.00400,50.00,0.01103,50.00,0.00084,659.26,0.135,0.2853,F
4281,428,0,11.0100,176.62,236.68,0.01711,0.00400,50.00,0.00200,50.00,0.00122,496.42,0.194,0.1323,F
4282,428,1,0.9800,176.15,121.53,0.00613,0.01000,50.00,0.00001,50.00,0.00001,3.64,0.090,0.5546,F
4283,428,1,4.7800,176.35,249.15,0.00691,0.00108,50.00,0.00493,50.00,0.00120,251.27,0.110,0.3606,F
4291,429,0,10.1700,176.52,173.75,0.01181,0.00600,50.00,0.00200,50.00,0.00059,854.77,0.176,0.1329,F
4292,429,1,18.0600,176.02,147.64,0.00430,0.00283,50.00,0.00118,50.00,0.00113,708.91,0.080,0.4239,F
4293,429,1,15.2800,176.03,243.65,0.00526,0.00400,50.00,0.00049,50.00,0.00151,449.91,0.093,0.5050,F
4301,430,0,10.6500,175.92,189.34,0.00427,0.00600,50.00,0.00001,50.00,0.00062,488.20,0.081,0.3364,F
4302,430,1,19.6300,175.67,159.24,0.00461,0.00200,50.00,0.00001,50.00,0.00093,648.91,0.086,0.3008,F
4303,430,1,4.5500,175.75,260.01,0.00696,0.00483,50.00,0.00717,50.00,0.00129,78.14,0.111,0.7070,F
4311,431,0,14.9000,174.85,161.55,0.00821,0.00400,50.00,0.00108,50.00,0.00193,595.77,0.129,0.2539,F
4312,431,1,31.9500,172.44,83.88,0.00783,0.00200,50.00,0.00269,50.00,0.00047,354.35,0.118,0.5605,F
4313,431,1,61.5400,173.93,217.16,0.01369,0.00200,50.00,0.00449,50.00,0.00482,700.98,0.201,0.3578,F
4321,432,0,10.0000,174.35,181.19,0.00720,0.00517,50.00,0.00483,50.00,0.00085,473.70,0.117,0.0929,F
4322,432,1,4.1100,172.02,80.32,0.01819,0.00824,50.00,0.00376,50.00,0.00864,35.71,0.235,0.6324,F
4323,432,1,9.7400,172.96,203.76,0.03545,0.00800,50.00,0.00200,50.00,0.01526,393.35,0.516,0.4726,F
4332,433,1,4.4700,166.86,112.71,0.00152,0.00200,50.00,0.00001,50.00,0.00040,257.49,0.046,0.7721,F
4333,433,1,2.5400,167.42,214.42,0.03610,0.04599,50.00,0.00001,50.00,0.00001,46.07,0.428,0.7752,F
4342,434,1,22.7700,169.96,92.57,0.03463,0.02818,50.00,0.04719,50.00,0.00383,793.76,0.465,0.3119,F
4343,434,1,20.3900,168.07,212.66,0.01425,0.00400,50.00,0.00304,50.00,0.00126,999.62,0.175,0.1919,F
