Cell_ID,Soil_ID,Mgmt_Field_ID,Reach_ID,Reach_Location_Code,Cell_Area,Time_of_Conc,Avg_Elevation,RCN_Calib_ID,Avg_Land_Slope,Aspect,RUSLE_ls_Fctr,RCN_Rtn_Calib_Fctr,Secondary_Climate_File_ID,Sheet_Flow_Mannings_n,Geology_ID,Conc_Flow_Slope,Conc_Flow_Length,Hydraulic_Geom_ID,Conc_Flow_Hydraulic_Depth,Conc_Flow_Mannings_n,Sheet_Flow_Slope,Sheet_Flow_Length,Shallow_Conc_Flow_Slope,Shallow_Conc_Flow_Length,Delivery_Ratio,Constant_USLE_C_Fctr,Constant_USLE_P_Fctr,All_OC_Calib_Fctr,All_N_Calib_Fctr,All_P_Calib_Fctr,Sheet_and_Rill_Erosion_Calib_Fctr,Gullies_Erosion_Calib_Fctr,Input_Units_Code
2823,,,282,1,2.4500,,189.54,,0.02978,177.53,0.409,,,,,0.02170,180.21,,,,0.01141,50.00,0.01755,50.00,,,,,,,,,1
2831,,,283,0,16.7200,,185.36,,0.02559,62.17,0.354,,,,,0.01541,524.06,,,,0.00834,50.00,0.02220,50.00,,,,,,,,,1
2832,,,283,1,2.9900,,181.39,,0.00607,51.42,0.101,,,,,0.00001,0.00,,,,0.00200,50.00,0.00515,29.14,,,,,,,,,1
2833,,,283,1,8.3500,,186.82,,0.02151,78.95,0.323,,,,,0.01286,764.47,,,,0.00400,50.00,0.00697,50.00,,,,,,,,,1
2841,,,284,0,10.0500,,183.06,,0.01032,96.86,0.161,,,,,0.00704,885.12,,,,0.02028,50.00,0.05911,50.00,,,,,,,,,1
2842,,,284,1,5.5300,,181.07,,0.00342,40.66,0.072,,,,,0.00189,265.06,,,,0.00200,50.00,0.00201,50.00,,,,,,,,,1
2843,,,284,1,43.8400,,182.03,,0.00893,90.36,0.145,,,,,0.00225,1644.71,,,,0.00800,50.00,0.00425,50.00,,,,,,,,,1
2852,,,285,1,23.4800,,179.21,,0.02043,89.89,0.270,,,,,0.00397,614.77,,,,0.01014,50.00,0.01414,50.00,,,,,,,,,1
2853,,,285,1,32.5400,,179.68,,0.02107,246.49,0.297,,,,,0.00463,564.41,,,,0.02455,50.00,0.02564,50.00,,,,,,,,,1
2862,,,286,1,6.3100,,179.15,,0.01143,35.42,0.162,,,,,0.00197,569.20,,,,0.02673,50.00,0.01196,50.00,,,,,,,,,1
2863,,,286,1,1.6800,,178.80,,0.00607,245.26,0.109,,,,,0.00286,35.00,,,,0.00600,50.00,0.00001,50.00,,,,,,,,,1
2872,,,287,1,3.7500,,179.47,,0.01232,352.71,0.184,,,,,0.00001,41.92,,,,0.00600,50.00,0.00200,50.00,,,,,,,,,1
2873,,,287,1,11.0900,,179.87,,0.01332,128.73,0.192,,,,,0.00118,255.06,,,,0.01600,50.00,0.00600,50.00,,,,,,,,,1
2881,,,288,0,10.0000,,181.71,,0.00793,109.45,0.134,,,,,0.00227,1637.84,,,,0.00283,50.00,0.00517,50.00,,,,,,,,,1
2882,,,288,1,4.1900,,180.19,,0.00662,61.53,0.117,,,,,0.00146,258.85,,,,0.00825,50.00,0.00225,50.00,,,,,,,,,1
2883,,,288,1,3.9200,,180.25,,0.00512,119.56,0.094,,,,,0.00165,182.63,,,,0.00200,50.00,0.00001,50.00,,,,,,,,,1
2891,,,289,0,14.4400,,182.53,,0.00379,50.50,0.079,,,,,0.00231,542.70,,,,0.00400,50.00,0.00200,50.00,,,,,,,,,1
2892,,,289,1,21.7800,,182.14,,0.00676,61.84,0.114,,,,,0.00310,1421.98,,,,0.04000,50.00,0.02400,50.00,,,,,,,,,1
2893,,,289,1,9.5600,,181.45,,0.00376,152.78,0.085,,,,,0.00168,239.20,,,,0.00566,50.00,0.00235,50.00,,,,,,,,,1
2902,,,290,1,14.4900,,179.62,,0.01013,78.36,0.145,,,,,0.00117,660.27,,,,0.01303,50.00,0.01366,50.00,,,,,,,,,1
2903,,,290,1,7.2800,,179.07,,0.00699,183.20,0.113,,,,,0.00068,298.85,,,,0.00200,50.00,0.00201,50.00,,,,,,,,,1
2911,,,291,0,11.3900,,180.46,,0.00508,85.52,0.092,,,,,0.00177,621.99,,,,0.00200,50.00,0.00200,50.00,,,,,,,,,1
2912,,,291,1,10.4300,,179.80,,0.00902,351.50,0.137,,,,,0.00194,271.92,,,,0.00542,50.00,0.01565,50.00,,,,,,,,,1
2913,,,291,1,7.9800,,179.88,,0.00448,123.88,0.085,,,,,0.00160,251.27,,,,0.00200,50.00,0.00001,50.00,,,,,,,,,1
2921,,,292,0,12.8700,,179.78,,0.00797,100.83,0.124,,,,,0.00085,534.77,,,,0.01200,50.00,0.00497,50.00,,,,,,,,,1
2922,,,292,1,2.7500,,179.52,,0.00698,78.97,0.115,,,,,0.00001,102.63,,,,0.00400,50.00,0.00200,50.00,,,,,,,,,1
2923,,,292,1,1.5700,,179.53,,0.00522,241.33,0.095,,,,,0.00301,33.28,,,,0.00600,50.00,0.00400,50.00,,,,,,,,,1
2932,,,293,1,0.5200,,178.37,,0.03816,77.37,0.464,,,,,0.00001,0.00,,,,0.02520,29.14,0.00001,0.00,,,,,,,,,1
2933,,,293,1,14.2300,,179.75,,0.01491,272.14,0.213,,,,,0.00521,492.70,,,,0.01303,50.00,0.01287,50.00,,,,,,,,,1
2942,,,294,1,26.8600,,179.54,,0.01659,56.88,0.255,,,,,0.00190,854.35,,,,0.00800,50.00,0.01172,50.00,,,,,,,,,1
2943,,,294,1,11.1100,,179.28,,0.01675,216.10,0.276,,,,,0.00199,560.21,,,,0.01000,50.00,0.00400,50.00,,,,,,,,,1
2952,,,295,1,1.0600,,179.45,,0.01312,56.29,0.172,,,,,0.00001,0.00,,,,0.00800,50.00,0.00400,25.00,,,,,,,,,1
2953,,,295,1,0.3300,,179.32,,0.00612,204.52,0.107,,,,,0.00001,0.00,,,,0.00600,50.00,0.00261,19.14,,,,,,,,,1
2962,,,296,1,3.8900,,179.81,,0.01347,343.73,0.155,,,,,0.00001,17.78,,,,0.01200,50.00,0.00400,50.00,,,,,,,,,1
2963,,,296,1,7.6200,,179.78,,0.00596,151.67,0.104,,,,,0.00001,217.43,,,,0.00800,50.00,0.00199,50.00,,,,,,,,,1
